Nome Carta,Numero Carta,Prezzo,Info Holo,Rarità,Edition,Set
Aegislash ex,135/182, 0.95,Holo,Double Rare,Unlimited,Paradox Rift
Zacian,136/182, 0.04,Holo,Rare,Unlimited,Paradox Rift
Zacian,136/182, 0.23,Reverse Holo,Rare,Unlimited,Paradox Rift
Skeledirge ex,137/182, 1.42,Holo,Double Rare,Unlimited,Paradox Rift
Orthworm,138/182, 0.04,Non-Holo,Uncommon,Unlimited,Paradox Rift
Orthworm,138/182, 0.24,Reverse Holo,Uncommon,Unlimited,Paradox Rift
Gholdengo ex,139/182, 3.56,Holo,Double Rare,Unlimited,Paradox Rift
Altaria ex,140/182, 1.24,Holo,Double Rare,Unlimited,Paradox Rift
Tatsugiri,141/182, 0.04,Non-Holo,Uncommon,Unlimited,Paradox Rift
Tatsugiri,141/182, 0.04,Reverse Holo,Uncommon,Unlimited,Paradox Rift
Porygon,142/182, 0.36,Non-Holo,Common,Unlimited,Paradox Rift
Porygon,142/182, 0.40,Reverse Holo,Common,Unlimited,Paradox Rift
Porygon2,143/182, 0.04,Non-Holo,Common,Unlimited,Paradox Rift
Porygon2,143/182, 0.21,Reverse Holo,Common,Unlimited,Paradox Rift
Porygon-Z,144/182, 0.60,Holo,Rare,Unlimited,Paradox Rift
Porygon-Z,144/182, 0.61,Reverse Holo,Rare,Unlimited,Paradox Rift
Aipom,145/182, 0.04,Non-Holo,Common,Unlimited,Paradox Rift
Aipom,145/182, 0.04,Reverse Holo,Common,Unlimited,Paradox Rift
Ambipom,146/182, 0.04,Non-Holo,Uncommon,Unlimited,Paradox Rift
Ambipom,146/182, 0.25,Reverse Holo,Uncommon,Unlimited,Paradox Rift
Miltank,147/182, 0.04,Non-Holo,Common,Unlimited,Paradox Rift
Miltank,147/182, 0.23,Reverse Holo,Common,Unlimited,Paradox Rift
Whismur,148/182, 0.04,Non-Holo,Common,Unlimited,Paradox Rift
Whismur,148/182, 0.21,Reverse Holo,Common,Unlimited,Paradox Rift
Loudred,149/182, 0.04,Non-Holo,Common,Unlimited,Paradox Rift
Loudred,149/182, 0.04,Reverse Holo,Common,Unlimited,Paradox Rift
Exploud,150/182, 0.04,Non-Holo,Uncommon,Unlimited,Paradox Rift
Exploud,150/182, 0.04,Reverse Holo,Uncommon,Unlimited,Paradox Rift
Spinda,151/182, 0.14,Non-Holo,Common,Unlimited,Paradox Rift
Spinda,151/182, 0.04,Reverse Holo,Common,Unlimited,Paradox Rift
Swablu,152/182, 0.04,Non-Holo,Common,Unlimited,Paradox Rift
Swablu,152/182, 0.46,Reverse Holo,Common,Unlimited,Paradox Rift
Tandemaus,153/182, 0.04,Non-Holo,Common,Unlimited,Paradox Rift
Tandemaus,153/182, 0.36,Reverse Holo,Common,Unlimited,Paradox Rift
Tandemaus,154/182, 0.04,Non-Holo,Common,Unlimited,Paradox Rift
Tandemaus,154/182, 0.41,Reverse Holo,Common,Unlimited,Paradox Rift
Maushold ex,155/182, 1.54,Holo,Double Rare,Unlimited,Paradox Rift
Bombirdier ex,156/182, 1.23,Holo,Double Rare,Unlimited,Paradox Rift
Cyclizar,157/182, 0.04,Non-Holo,Uncommon,Unlimited,Paradox Rift
Cyclizar,157/182, 0.04,Reverse Holo,Uncommon,Unlimited,Paradox Rift
Iron Jugulis,158/182, 0.41,Holo,Rare,Unlimited,Paradox Rift
Iron Jugulis,158/182, 0.66,Reverse Holo,Rare,Unlimited,Paradox Rift
Ancient Booster Energy Capsule,159/182, 0.49,Non-Holo,Uncommon,Unlimited,Paradox Rift
Ancient Booster Energy Capsule,159/182, 0.96,Reverse Holo,Uncommon,Unlimited,Paradox Rift
Ancient Booster Energy Capsule,159/182, 1.21,Holo,Promo,Exclusive,Paradox Rift
Counter Catcher,160/182, 2.89,Non-Holo,Uncommon,Unlimited,Paradox Rift
Counter Catcher,160/182, 2.15,Reverse Holo,Uncommon,Unlimited,Paradox Rift
Cursed Duster,161/182, 0.30,Non-Holo,Uncommon,Unlimited,Paradox Rift
Cursed Duster,161/182, 0.05,Reverse Holo,Uncommon,Unlimited,Paradox Rift
Defiance Vest,162/182, 0.38,Non-Holo,Uncommon,Unlimited,Paradox Rift
Defiance Vest,162/182, 0.05,Reverse Holo,Uncommon,Unlimited,Paradox Rift
Earthen Vessel,163/182, 3.05,Non-Holo,Uncommon,Unlimited,Paradox Rift
Earthen Vessel,163/182, 3.77,Reverse Holo,Uncommon,Unlimited,Paradox Rift
Future Booster Energy Capsule,164/182, 0.45,Non-Holo,Uncommon,Unlimited,Paradox Rift
Future Booster Energy Capsule,164/182, 0.76,Reverse Holo,Uncommon,Unlimited,Paradox Rift
Future Booster Energy Capsule,164/182, 1.11,Holo,Promo,Exclusive,Paradox Rift
Larry,165/182, 0.04,Non-Holo,Common,Unlimited,Paradox Rift
Larry,165/182, 0.21,Reverse Holo,Common,Unlimited,Paradox Rift
Luxurious Cape,166/182, 0.29,Non-Holo,Uncommon,Unlimited,Paradox Rift
Luxurious Cape,166/182, 0.54,Reverse Holo,Uncommon,Unlimited,Paradox Rift
Mela,167/182, 0.04,Non-Holo,Uncommon,Unlimited,Paradox Rift
Mela,167/182, 0.25,Reverse Holo,Uncommon,Unlimited,Paradox Rift
Norman,168/182, 0.30,Non-Holo,Uncommon,Unlimited,Paradox Rift
Norman,168/182, 0.05,Reverse Holo,Uncommon,Unlimited,Paradox Rift
Parasol Lady,169/182, 0.04,Non-Holo,Common,Unlimited,Paradox Rift
Parasol Lady,169/182, 0.04,Reverse Holo,Common,Unlimited,Paradox Rift
Professor Sada's Vitality,170/182, 1.07,Non-Holo,Uncommon,Unlimited,Paradox Rift
Professor Sada's Vitality,170/182, 2.14,Reverse Holo,Uncommon,Unlimited,Paradox Rift
Professor Turo's Scenario,171/182, 0.54,Non-Holo,Uncommon,Unlimited,Paradox Rift
Professor Turo's Scenario,171/182, 4.11,Reverse Holo,Uncommon,Unlimited,Paradox Rift
Rika,172/182, 0.30,Non-Holo,Uncommon,Unlimited,Paradox Rift
Rika,172/182, 0.40,Reverse Holo,Uncommon,Unlimited,Paradox Rift
Roark,173/182, 0.21,Non-Holo,Uncommon,Unlimited,Paradox Rift
Roark,173/182, 0.18,Reverse Holo,Uncommon,Unlimited,Paradox Rift
Shauntal,174/182, 0.30,Non-Holo,Uncommon,Unlimited,Paradox Rift
Shauntal,174/182, 0.04,Reverse Holo,Uncommon,Unlimited,Paradox Rift
Snorlax Doll,175/182, 0.25,Non-Holo,Uncommon,Unlimited,Paradox Rift
Snorlax Doll,175/182, 0.27,Reverse Holo,Uncommon,Unlimited,Paradox Rift
Technical Machine: Blindside,176/182, 0.21,Non-Holo,Uncommon,Unlimited,Paradox Rift
Technical Machine: Blindside,176/182, 0.34,Reverse Holo,Uncommon,Unlimited,Paradox Rift
Technical Machine: Devolution,177/182, 0.77,Non-Holo,Uncommon,Unlimited,Paradox Rift
Technical Machine: Devolution,177/182, 0.55,Reverse Holo,Uncommon,Unlimited,Paradox Rift
Technical Machine: Evolution,178/182, 1.09,Non-Holo,Uncommon,Unlimited,Paradox Rift
Technical Machine: Evolution,178/182, 1.09,Reverse Holo,Uncommon,Unlimited,Paradox Rift
Technical Machine: Turbo Energize,179/182, 0.26,Non-Holo,Uncommon,Unlimited,Paradox Rift
Technical Machine: Turbo Energize,179/182, 0.17,Reverse Holo,Uncommon,Unlimited,Paradox Rift
Techno Radar,180/182, 0.41,Non-Holo,Uncommon,Unlimited,Paradox Rift
Techno Radar,180/182, 1.14,Reverse Holo,Uncommon,Unlimited,Paradox Rift
Tulip,181/182, 0.07,Non-Holo,Uncommon,Unlimited,Paradox Rift
Tulip,181/182, 0.40,Reverse Holo,Uncommon,Unlimited,Paradox Rift
Medical Energy,182/182, 0.20,Non-Holo,Uncommon,Unlimited,Paradox Rift
Medical Energy,182/182, 0.44,Reverse Holo,Uncommon,Unlimited,Paradox Rift
Crustle,183/182, 3.75,Holo,Illustration Rare,Unlimited,Paradox Rift
Dottler,184/182, 3.62,Holo,Illustration Rare,Unlimited,Paradox Rift
Toedscruel,185/182, 5.30,Holo,Illustration Rare,Unlimited,Paradox Rift
Magby,186/182, 8.53,Holo,Illustration Rare,Unlimited,Paradox Rift
Iron Moth,187/182, 5.36,Holo,Illustration Rare,Unlimited,Paradox Rift
Snorunt,188/182, 4.58,Holo,Illustration Rare,Unlimited,Paradox Rift
Mantyke,189/182, 6.08,Holo,Illustration Rare,Unlimited,Paradox Rift
Vanillish,190/182, 8.44,Holo,Illustration Rare,Unlimited,Paradox Rift
Wimpod,191/182, 5.74,Holo,Illustration Rare,Unlimited,Paradox Rift
Veluza,192/182, 4.60,Holo,Illustration Rare,Unlimited,Paradox Rift
Plusle,193/182, 8.97,Holo,Illustration Rare,Unlimited,Paradox Rift
Minun,194/182, 7.48,Holo,Illustration Rare,Unlimited,Paradox Rift
Blitzle,195/182, 4.96,Holo,Illustration Rare,Unlimited,Paradox Rift
Joltik,196/182, 6.46,Holo,Illustration Rare,Unlimited,Paradox Rift
Espathra,197/182, 5.42,Holo,Illustration Rare,Unlimited,Paradox Rift
Gimmighoul,198/182, 7.73,Holo,Illustration Rare,Unlimited,Paradox Rift
Groudon,199/182, 40.97,Holo,Illustration Rare,Unlimited,Paradox Rift
Mienshao,200/182, 6.03,Holo,Illustration Rare,Unlimited,Paradox Rift
Minior,201/182, 6.34,Holo,Illustration Rare,Unlimited,Paradox Rift
Garganacl,202/182, 3.75,Holo,Illustration Rare,Unlimited,Paradox Rift
Slither Wing,203/182, 5.30,Holo,Illustration Rare,Unlimited,Paradox Rift
Garbodor,204/182, 7.97,Holo,Illustration Rare,Unlimited,Paradox Rift
Yveltal,205/182, 9.92,Holo,Illustration Rare,Unlimited,Paradox Rift
Morpeko,206/182, 11.01,Holo,Illustration Rare,Unlimited,Paradox Rift
Brute Bonnet,207/182, 5.37,Holo,Illustration Rare,Unlimited,Paradox Rift
Steelix,208/182, 14.24,Holo,Illustration Rare,Unlimited,Paradox Rift
Ferrothorn,209/182, 4.93,Holo,Illustration Rare,Unlimited,Paradox Rift
Aegislash,210/182, 4.18,Holo,Illustration Rare,Unlimited,Paradox Rift
Aipom,211/182, 7.68,Holo,Illustration Rare,Unlimited,Paradox Rift
Loudred,212/182, 8.06,Holo,Illustration Rare,Unlimited,Paradox Rift
Swablu,213/182, 5.78,Holo,Illustration Rare,Unlimited,Paradox Rift
Porygon-Z,214/182, 5.88,Holo,Illustration Rare,Unlimited,Paradox Rift
Cyclizar,215/182, 4.66,Holo,Illustration Rare,Unlimited,Paradox Rift
Iron Jugulis,216/182, 5.38,Holo,Illustration Rare,Unlimited,Paradox Rift
Froslass ex,217/182, 3.93,Holo,Ultra Rare,Unlimited,Paradox Rift
Armarouge ex,218/182, 4.21,Holo,Ultra Rare,Unlimited,Paradox Rift
Garchomp ex,219/182, 8.29,Holo,Ultra Rare,Unlimited,Paradox Rift
Tsareena ex,220/182, 4.83,Holo,Ultra Rare,Unlimited,Paradox Rift
Golisopod ex,221/182, 3.35,Holo,Ultra Rare,Unlimited,Paradox Rift
Tapu Koko ex,222/182, 3.83,Holo,Ultra Rare,Unlimited,Paradox Rift
Iron Hands ex,223/182, 14.06,Holo,Ultra Rare,Unlimited,Paradox Rift
Cofagrigus ex,224/182, 4.78,Holo,Ultra Rare,Unlimited,Paradox Rift
Iron Valiant ex,225/182, 7.12,Holo,Ultra Rare,Unlimited,Paradox Rift
Hoopa ex,226/182, 4.82,Holo,Ultra Rare,Unlimited,Paradox Rift
Toxtricity ex,227/182, 4.23,Holo,Ultra Rare,Unlimited,Paradox Rift
Sandy Shocks ex,228/182, 5.45,Holo,Ultra Rare,Unlimited,Paradox Rift
Roaring Moon ex,229/182, 13.15,Holo,Ultra Rare,Unlimited,Paradox Rift
Aegislash ex,230/182, 3.49,Holo,Ultra Rare,Unlimited,Paradox Rift
Gholdengo ex,231/182, 7.97,Holo,Ultra Rare,Unlimited,Paradox Rift
Altaria ex,232/182, 3.77,Holo,Ultra Rare,Unlimited,Paradox Rift
Maushold ex,233/182, 4.86,Holo,Ultra Rare,Unlimited,Paradox Rift
Bombirdier ex,234/182, 3.47,Holo,Ultra Rare,Unlimited,Paradox Rift
Larry,235/182, 3.82,Holo,Ultra Rare,Unlimited,Paradox Rift
Mela,236/182, 7.02,Holo,Ultra Rare,Unlimited,Paradox Rift
Norman,237/182, 4.09,Holo,Ultra Rare,Unlimited,Paradox Rift
Parasol Lady,238/182, 8.51,Holo,Ultra Rare,Unlimited,Paradox Rift
Professor Sada's Vitality,239/182, 10.14,Holo,Ultra Rare,Unlimited,Paradox Rift
Professor Turo's Scenario,240/182, 6.07,Holo,Ultra Rare,Unlimited,Paradox Rift
Rika,241/182, 4.16,Holo,Ultra Rare,Unlimited,Paradox Rift
Roark,242/182, 2.91,Holo,Ultra Rare,Unlimited,Paradox Rift
Shauntal,243/182, 3.15,Holo,Ultra Rare,Unlimited,Paradox Rift
Tulip,244/182, 5.73,Holo,Ultra Rare,Unlimited,Paradox Rift
Garchomp ex,245/182, 23.99,Holo,Special Illustration Rare,Unlimited,Paradox Rift
Golisopod ex,246/182, 18.23,Holo,Special Illustration Rare,Unlimited,Paradox Rift
Tapu Koko ex,247/182, 19.14,Holo,Special Illustration Rare,Unlimited,Paradox Rift
Iron Hands ex,248/182, 28.01,Holo,Special Illustration Rare,Unlimited,Paradox Rift
Iron Valiant ex,249/182, 38.77,Holo,Special Illustration Rare,Unlimited,Paradox Rift
Sandy Shocks ex,250/182, 12.55,Holo,Special Illustration Rare,Unlimited,Paradox Rift
Roaring Moon ex,251/182, 59.56,Holo,Special Illustration Rare,Unlimited,Paradox Rift
Gholdengo ex,252/182, 27.55,Holo,Special Illustration Rare,Unlimited,Paradox Rift
Altaria ex,253/182, 33.30,Holo,Special Illustration Rare,Unlimited,Paradox Rift
Mela,254/182, 17.26,Holo,Special Illustration Rare,Unlimited,Paradox Rift
Parasol Lady,255/182, 21.97,Holo,Special Illustration Rare,Unlimited,Paradox Rift
Professor Sada's Vitality,256/182, 22.35,Holo,Special Illustration Rare,Unlimited,Paradox Rift
Professor Turo's Scenario,257/182, 15.00,Holo,Special Illustration Rare,Unlimited,Paradox Rift
Rika,258/182, 11.37,Holo,Special Illustration Rare,Unlimited,Paradox Rift
Tulip,259/182, 13.36,Holo,Special Illustration Rare,Unlimited,Paradox Rift
Garchomp ex,260/182, 13.38,Holo,Hyper Rare,Unlimited,Paradox Rift
Iron Valiant ex,261/182, 9.87,Holo,Hyper Rare,Unlimited,Paradox Rift
Roaring Moon ex,262/182, 11.90,Holo,Hyper Rare,Unlimited,Paradox Rift
Beach Court,263/182, 8.33,Holo,Hyper Rare,Unlimited,Paradox Rift
Counter Catcher,264/182, 10.63,Holo,Hyper Rare,Unlimited,Paradox Rift
Luxurious Cape,265/182, 6.32,Holo,Hyper Rare,Unlimited,Paradox Rift
Reversal Energy,266/182, 7.16,Holo,Hyper Rare,Unlimited,Paradox Rift
Ancient Technical Machine [Rock] ,85/101, 0.99,Non-Holo,Promo,World Championships,2004 World Championships
Ancient Tomb ,87/101, 1.00,Non-Holo,Promo,World Championships,2004 World Championships
Bellossom ,16/101, 1.59,Non-Holo,Promo,World Championships,2004 World Championships
Blaziken ,3/109, 4.40,Non-Holo,Promo,World Championships,2004 World Championships
Blaziken EX ,89/95, 19.03,Non-Holo,Promo,World Championships,2004 World Championships
Boost Energy ,145/147, 0.59,Non-Holo,Promo,World Championships,2004 World Championships
Combusken ,28/109, 2.89,Non-Holo,Promo,World Championships,2004 World Championships
Copycat ,138/165, 5.79,Non-Holo,Promo,World Championships,2004 World Championships
Darkness Energy ,93/109,NO DATA YET!,Non-Holo,Promo,World Championships,2004 World Championships
Delcatty ,5/109, 3.23,Non-Holo,Promo,World Championships,2004 World Championships
Desert Ruins ,88/101, 1.04,Non-Holo,Promo,World Championships,2004 World Championships
Desert Shaman ,123/144, 1.15,Non-Holo,Promo,World Championships,2004 World Championships
Dunsparce ,60/100, 0.74,Non-Holo,Promo,World Championships,2004 World Championships
Fighting Energy,, 0.95,Non-Holo,Promo,World Championships,2004 World Championships
Fire Energy,, 0.99,Non-Holo,Promo,World Championships,2004 World Championships
Friend Ball ,126/144,NO DATA YET!,Non-Holo,Promo,World Championships,2004 World Championships
Gardevoir ,7/109, 1.35,Non-Holo,Promo,World Championships,2004 World Championships
Gardevoir EX ,96/100, 0.99,Non-Holo,Promo,World Championships,2004 World Championships
Kirlia ,34/109, 0.59,Non-Holo,Promo,World Championships,2004 World Championships
Lightning Energy,, 1.71,Non-Holo,Promo,World Championships,2004 World Championships
Magma Energy ,87/95, 0.86,Non-Holo,Promo,World Championships,2004 World Championships
Magnemite ,62/97, 0.94,Non-Holo,Promo,World Championships,2004 World Championships
Magnemite ,63/97,NO DATA YET!,Non-Holo,Promo,World Championships,2004 World Championships
Magnetic Storm ,91/101, 0.59,Non-Holo,Promo,World Championships,2004 World Championships
Magneton ,17/97, 3.79,Non-Holo,Promo,World Championships,2004 World Championships
Marshtomp ,40/109, 2.85,Non-Holo,Promo,World Championships,2004 World Championships
Maxie ,73/95,NO DATA YET!,Non-Holo,Promo,World Championships,2004 World Championships
Mr. Briney's Compassion ,87/97,NO DATA YET!,Non-Holo,Promo,World Championships,2004 World Championships
Mudkip ,59/109, 1.60,Non-Holo,Promo,World Championships,2004 World Championships
Multi Energy ,93/100,NO DATA YET!,Non-Holo,Promo,World Championships,2004 World Championships
Oddish ,68/101, 1.52,Non-Holo,Promo,World Championships,2004 World Championships
Oracle ,138/144, 1.55,Non-Holo,Promo,World Championships,2004 World Championships
Pokemon Fan Club ,130/147, 6.85,Non-Holo,Promo,World Championships,2004 World Championships
Pokemon Nurse ,145/165,NO DATA YET!,Non-Holo,Promo,World Championships,2004 World Championships
Pokemon Reversal ,87/109, 0.39,Non-Holo,Promo,World Championships,2004 World Championships
Potion ,91/109,NO DATA YET!,Non-Holo,Promo,World Championships,2004 World Championships
Professor Elm's Training Method ,148/165, 0.59,Non-Holo,Promo,World Championships,2004 World Championships
Professor Oak's Research ,149/165, 4.79,Non-Holo,Promo,World Championships,2004 World Championships
Psychic Energy,, 4.52,Non-Holo,Promo,World Championships,2004 World Championships
Rainbow Energy ,80/82,NO DATA YET!,Non-Holo,Promo,World Championships,2004 World Championships
Ralts ,74/100, 0.90,Non-Holo,Promo,World Championships,2004 World Championships
Rare Candy ,88/100, 0.59,Non-Holo,Promo,World Championships,2004 World Championships
Rayquaza EX ,97/97, 45.10,Non-Holo,Promo,World Championships,2004 World Championships
Skitty ,44/109, 2.65,Non-Holo,Promo,World Championships,2004 World Championships
Skitty ,79/100, 0.59,Non-Holo,Promo,World Championships,2004 World Championships
Skitty ,71/109,NO DATA YET!,Non-Holo,Promo,World Championships,2004 World Championships
Steven's Advice ,92/101, 2.99,Non-Holo,Promo,World Championships,2004 World Championships
Suicune EX ,94/95, 12.50,Non-Holo,Promo,World Championships,2004 World Championships
Swampert ,13/109, 5.57,Non-Holo,Promo,World Championships,2004 World Championships
Swampert EX ,95/95, 49.09,Non-Holo,Promo,World Championships,2004 World Championships
Switch ,92/109, 0.59,Non-Holo,Promo,World Championships,2004 World Championships
Team Aqua's Electrike ,53/95,NO DATA YET!,Non-Holo,Promo,World Championships,2004 World Championships
Team Aqua's Manectric , 4/95,NO DATA YET!,Non-Holo,Promo,World Championships,2004 World Championships
Team Magma Ball ,80/95,NO DATA YET!,Non-Holo,Promo,World Championships,2004 World Championships
Team Magma Conspirator ,82/95, 0.99,Non-Holo,Promo,World Championships,2004 World Championships
Team Magma's Baltoy ,60/95,NO DATA YET!,Non-Holo,Promo,World Championships,2004 World Championships
Team Magma's Camerupt ,19/95, 2.79,Non-Holo,Promo,World Championships,2004 World Championships
Team Magma's Claydol , 8/95, 1.26,Non-Holo,Promo,World Championships,2004 World Championships
Team Magma's Groudon , 9/95, 3.20,Non-Holo,Promo,World Championships,2004 World Championships
Team Magma's Numel ,64/95,NO DATA YET!,Non-Holo,Promo,World Championships,2004 World Championships
Team Magma's Zangoose ,23/95, 3.26,Non-Holo,Promo,World Championships,2004 World Championships
Torchic ,74/109, 1.15,Non-Holo,Promo,World Championships,2004 World Championships
Town Volunteers ,136/147, 0.59,Non-Holo,Promo,World Championships,2004 World Championships
TV Reporter ,88/97,NO DATA YET!,Non-Holo,Promo,World Championships,2004 World Championships
Underground Expedition ,140/144,NO DATA YET!,Non-Holo,Promo,World Championships,2004 World Championships
Wally's Training ,89/100,NO DATA YET!,Non-Holo,Promo,World Championships,2004 World Championships
Warp Energy ,147/147,NO DATA YET!,Non-Holo,Promo,World Championships,2004 World Championships
Warp Point ,85/95,NO DATA YET!,Non-Holo,Promo,World Championships,2004 World Championships
Water Energy,, 0.70,Non-Holo,Promo,World Championships,2004 World Championships
Weakness Guard ,141/147,NO DATA YET!,Non-Holo,Promo,World Championships,2004 World Championships
Wobbuffet ,26/100,NO DATA YET!,Non-Holo,Promo,World Championships,2004 World Championships
Bulbasaur,001/165, 6.70,Non-Holo,Common,Unlimited,151
Bulbasaur,001/165, 0.74,Reverse Holo,Common,Unlimited,151
Bulbasaur,001/165,NO DATA YET!,Reverse Holo,Promo,Scarlet & Violet Stamp,151
Ivysaur,002/165, 0.04,Non-Holo,Uncommon,Unlimited,151
Ivysaur,002/165, 0.64,Reverse Holo,Uncommon,Unlimited,151
Venusaur ex,003/165, 3.53,Holo,Double Rare,Unlimited,151
Charmander,004/165, 14.32,Non-Holo,Common,Unlimited,151
Charmander,004/165, 1.14,Reverse Holo,Common,Unlimited,151
Charmander,004/165, 52.02,Reverse Holo,Promo,EB Games Stamp,151
Charmander,004/165, 52.73,Reverse Holo,Promo,GameStop Stamp,151
Charmeleon,005/165, 0.16,Non-Holo,Uncommon,Unlimited,151
Charmeleon,005/165, 0.89,Reverse Holo,Uncommon,Unlimited,151
Charizard ex,006/165, 7.98,Holo,Double Rare,Unlimited,151
Squirtle,007/165, 0.30,Non-Holo,Common,Unlimited,151
Squirtle,007/165, 0.85,Reverse Holo,Common,Unlimited,151
Squirtle,007/165, 36.91,Reverse Holo,Promo,Pokemon Center Stamp,151
Wartortle,008/165, 0.04,Non-Holo,Uncommon,Unlimited,151
Wartortle,008/165, 1.03,Reverse Holo,Uncommon,Unlimited,151
Blastoise ex,009/165, 4.32,Holo,Double Rare,Unlimited,151
Caterpie,010/165, 0.04,Non-Holo,Common,Unlimited,151
Caterpie,010/165, 0.36,Reverse Holo,Common,Unlimited,151
Metapod,011/165, 1.10,Non-Holo,Common,Unlimited,151
Metapod,011/165, 3.84,Reverse Holo,Common,Unlimited,151
Butterfree,012/165, 0.04,Non-Holo,Uncommon,Unlimited,151
Butterfree,012/165, 0.44,Reverse Holo,Uncommon,Unlimited,151
Weedle,013/165, 0.26,Non-Holo,Common,Unlimited,151
Weedle,013/165, 0.41,Reverse Holo,Common,Unlimited,151
Kakuna,014/165, 0.14,Non-Holo,Common,Unlimited,151
Kakuna,014/165, 2.95,Reverse Holo,Common,Unlimited,151
Beedrill,015/165, 0.51,Holo,Rare,Unlimited,151
Beedrill,015/165, 1.91,Reverse Holo,Rare,Unlimited,151
Pidgey,016/165, 0.10,Non-Holo,Common,Unlimited,151
Pidgey,016/165, 0.62,Reverse Holo,Common,Unlimited,151
Pidgeotto,017/165, 0.23,Non-Holo,Common,Unlimited,151
Pidgeotto,017/165, 3.09,Reverse Holo,Common,Unlimited,151
Pidgeot,018/165, 0.04,Non-Holo,Uncommon,Unlimited,151
Pidgeot,018/165, 0.54,Reverse Holo,Uncommon,Unlimited,151
Rattata,019/165, 0.04,Non-Holo,Common,Unlimited,151
Rattata,019/165, 0.29,Reverse Holo,Common,Unlimited,151
Raticate,020/165, 0.04,Non-Holo,Uncommon,Unlimited,151
Raticate,020/165, 0.56,Reverse Holo,Uncommon,Unlimited,151
Spearow,021/165, 0.04,Non-Holo,Common,Unlimited,151
Spearow,021/165, 2.35,Reverse Holo,Common,Unlimited,151
Fearow,022/165, 0.04,Non-Holo,Uncommon,Unlimited,151
Fearow,022/165, 0.37,Reverse Holo,Uncommon,Unlimited,151
Ekans,023/165, 0.04,Non-Holo,Common,Unlimited,151
Ekans,023/165, 0.54,Reverse Holo,Common,Unlimited,151
Arbok ex,024/165, 3.27,Holo,Double Rare,Unlimited,151
Pikachu,025/165, 78.27,Non-Holo,Promo,Pokemon Together Stamp,151
Pikachu,025/165, 28.80,Non-Holo,Common,Unlimited,151
Pikachu,025/165, 0.90,Reverse Holo,Common,Unlimited,151
Raichu,026/165, 0.71,Holo,Rare,Unlimited,151
Raichu,026/165, 2.14,Reverse Holo,Rare,Unlimited,151
Sandshrew,027/165, 0.04,Non-Holo,Common,Unlimited,151
Sandshrew,027/165, 0.51,Reverse Holo,Common,Unlimited,151
Sandslash,028/165, 0.04,Non-Holo,Uncommon,Unlimited,151
Sandslash,028/165, 0.28,Reverse Holo,Uncommon,Unlimited,151
Nidoran♀,029/165, 0.28,Non-Holo,Common,Unlimited,151
Nidoran♀,029/165, 2.99,Reverse Holo,Common,Unlimited,151
Nidorina,030/165, 0.04,Non-Holo,Uncommon,Unlimited,151
Nidorina,030/165, 0.34,Reverse Holo,Uncommon,Unlimited,151
Nidoqueen,031/165, 0.04,Non-Holo,Uncommon,Unlimited,151
Nidoqueen,031/165, 0.30,Reverse Holo,Uncommon,Unlimited,151
Nidoran♂,032/165, 0.43,Non-Holo,Common,Unlimited,151
Nidoran♂,032/165, 3.07,Reverse Holo,Common,Unlimited,151
Nidorino,033/165, 0.36,Non-Holo,Uncommon,Unlimited,151
Nidorino,033/165, 0.55,Reverse Holo,Uncommon,Unlimited,151
Nidoking,034/165, 0.58,Holo,Rare,Unlimited,151
Nidoking,034/165, 2.18,Reverse Holo,Rare,Unlimited,151
Clefairy,035/165, 0.04,Non-Holo,Common,Unlimited,151
Clefairy,035/165, 0.39,Reverse Holo,Common,Unlimited,151
Clefable,036/165, 0.04,Non-Holo,Uncommon,Unlimited,151
Clefable,036/165, 0.39,Reverse Holo,Uncommon,Unlimited,151
Vulpix,037/165, 0.04,Non-Holo,Common,Unlimited,151
Vulpix,037/165, 0.63,Reverse Holo,Common,Unlimited,151
Ninetales ex,038/165, 2.42,Holo,Double Rare,Unlimited,151
Jigglypuff,039/165, 0.04,Non-Holo,Common,Unlimited,151
Jigglypuff,039/165, 0.64,Reverse Holo,Common,Unlimited,151
Wigglytuff ex,040/165, 2.18,Holo,Double Rare,Unlimited,151
Zubat,041/165, 0.04,Non-Holo,Common,Unlimited,151
Zubat,041/165, 0.30,Reverse Holo,Common,Unlimited,151
Golbat,042/165, 0.04,Non-Holo,Uncommon,Unlimited,151
Golbat,042/165, 0.39,Reverse Holo,Uncommon,Unlimited,151
Oddish,043/165, 0.04,Non-Holo,Common,Unlimited,151
Oddish,043/165, 0.43,Reverse Holo,Common,Unlimited,151
Gloom,044/165, 0.04,Non-Holo,Uncommon,Unlimited,151
Gloom,044/165, 0.47,Reverse Holo,Uncommon,Unlimited,151
Vileplume,045/165, 0.55,Holo,Rare,Unlimited,151
Vileplume,045/165, 2.08,Reverse Holo,Rare,Unlimited,151
Paras,046/165, 0.04,Non-Holo,Common,Unlimited,151
Paras,046/165, 0.56,Reverse Holo,Common,Unlimited,151
Parasect,047/165, 0.04,Non-Holo,Uncommon,Unlimited,151
Parasect,047/165, 0.30,Reverse Holo,Uncommon,Unlimited,151
Venonat,048/165, 0.04,Non-Holo,Common,Unlimited,151
Venonat,048/165, 0.34,Reverse Holo,Common,Unlimited,151
Venomoth,049/165, 0.04,Non-Holo,Uncommon,Unlimited,151
Venomoth,049/165, 0.61,Reverse Holo,Uncommon,Unlimited,151
